Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Pi_l2_loss,Q_loss,Success/custom
0/20,0/20,50,2500,68.67742347717285,,,,0.0
0/20,1/20,100,5000,67.36399340629578,,,,0.0
0/20,2/20,150,7500,64.60066056251526,,,,0.0
0/20,3/20,200,10000,63.189552307128906,8.22772553563118,0.2154792237561196,3.568800061941147,0.0
0/20,4/20,250,12500,130.27399063110352,642.1348948180676,6.229680564021692,26.304321013391018,0.0
0/20,5/20,300,15000,130.31284379959106,1066.47415214777,36.2458064109087,23.715292355045676,0.0
0/20,6/20,350,17500,139.54209327697754,1383.855362534523,44.15788187459111,27.145126519724727,0.0
0/20,7/20,400,20000,140.26633667945862,1707.64468896389,44.216688457876444,42.90082994475961,0.0
