Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Pi_l2_loss,Q_loss,Success/custom
0/20,0/20,50,2500,53.28712010383606,,,,0.0
0/20,1/20,100,5000,63.645310401916504,,,,0.0
0/20,2/20,150,7500,51.26495575904846,,,,0.0
0/20,3/20,200,10000,55.5651490688324,6.925663590431213,0.21532384166494012,3.068007603287697,0.0
0/20,4/20,250,12500,134.5782470703125,632.8078868240118,7.915065405890346,23.319512295071036,0.0
